respondentid,do you celebrate thanksgiving?,what is typically the main dish at your thanksgiving dinner?,what is typically the main dish at your thanksgiving dinner? - other (please specify),how is the main dish typically cooked?,how is the main dish typically cooked? - other (please specify),what kind of stuffing/dressing do you typically have?,what kind of stuffing/dressing do you typically have? - other (please specify),what type of cranberry saucedo you typically have?,what type of cranberry saucedo you typically have? - other (please specify),do you typically have gravy?,which of these side dishes aretypically served at your thanksgiving dinner? please select all that apply. - brussel sprouts,which of these side dishes aretypically served at your thanksgiving dinner? please select all that apply. - carrots,which of these side dishes aretypically served at your thanksgiving dinner? please select all that apply. - cauliflower,which of these side dishes aretypically served at your thanksgiving dinner? please select all that apply. - corn,which of these side dishes aretypically served at your thanksgiving dinner? please select all that apply. - cornbread,which of these side dishes aretypically served at your thanksgiving dinner? please select all that apply. - fruit salad,which of these side dishes aretypically served at your thanksgiving dinner? please select all that apply. - green beans/green bean casserole,which of these side dishes aretypically served at your thanksgiving dinner? please select all that apply. - macaroni and cheese,which of these side dishes aretypically served at your thanksgiving dinner? please select all that apply. - mashed potatoes,which of these side dishes aretypically served at your thanksgiving dinner? please select all that apply. - rolls/biscuits,which of these side dishes aretypically served at your thanksgiving dinner? please select all that apply. - squash,which of these side dishes aretypically served at your thanksgiving dinner? please select all that apply. - vegetable salad,which of these side dishes aretypically served at your thanksgiving dinner? please select all that apply. - yams/sweet potato casserole,which of these side dishes aretypically served at your thanksgiving dinner? please select all that apply. - other (please specify),which of these side dishes aretypically served at your thanksgiving dinner? please select all that apply. - other (please specify),which type of pie is typically served at your thanksgiving dinner? please select all that apply. - apple,which type of pie is typically served at your thanksgiving dinner? please select all that apply. - buttermilk,which type of pie is typically served at your thanksgiving dinner? please select all that apply. - cherry,which type of pie is typically served at your thanksgiving dinner? please select all that apply. - chocolate,which type of pie is typically served at your thanksgiving dinner? please select all that apply. - coconut cream,which type of pie is typically served at your thanksgiving dinner? please select all that apply. - key lime,which type of pie is typically served at your thanksgiving dinner? please select all that apply. - peach,which type of pie is typically served at your thanksgiving dinner? please select all that apply. - pecan,which type of pie is typically served at your thanksgiving dinner? please select all that apply. - pumpkin,which type of pie is typically served at your thanksgiving dinner? please select all that apply. - sweet potato,which type of pie is typically served at your thanksgiving dinner? please select all that apply. - none,which type of pie is typically served at your thanksgiving dinner? please select all that apply. - other (please specify),which type of pie is typically served at your thanksgiving dinner? please select all that apply. - other (please specify),which of these desserts do you typically have at thanksgiving dinner? please select all that apply.   - apple cobbler,which of these desserts do you typically have at thanksgiving dinner? please select all that apply.   - blondies,which of these desserts do you typically have at thanksgiving dinner? please select all that apply.   - brownies,which of these desserts do you typically have at thanksgiving dinner? please select all that apply.   - carrot cake,which of these desserts do you typically have at thanksgiving dinner? please select all that apply.   - cheesecake,which of these desserts do you typically have at thanksgiving dinner? please select all that apply.   - cookies,which of these desserts do you typically have at thanksgiving dinner? please select all that apply.   - fudge,which of these desserts do you typically have at thanksgiving dinner? please select all that apply.   - ice cream,which of these desserts do you typically have at thanksgiving dinner? please select all that apply.   - peach cobbler,which of these desserts do you typically have at thanksgiving dinner? please select all that apply.   - none,which of these desserts do you typically have at thanksgiving dinner? please select all that apply.   - other (please specify),which of these desserts do you typically have at thanksgiving dinner? please select all that apply.   - other (please specify),do you typically pray before or after the thanksgiving meal?,how far will you travel for thanksgiving?,will you watch any of the following programs on thanksgiving? please select all that apply. - macy's parade,what's the age cutoff at your kids' table at thanksgiving?,have you ever tried to meet up with hometown friends on thanksgiving night?,have you ever attended a friendsgiving?,will you shop any black friday sales on thanksgiving day?,do you work in retail?,will you employer make you work on black friday?,how would you describe where you live?,age,what is your gender?,how much total combined money did all members of your household earn last year?,us region
4337954960,yes,turkey,,baked,,bread-based,,none,,yes,,carrots,,,,,green beans/green bean casserole,macaroni and cheese,mashed potatoes,,,,yams/sweet potato casserole,,,apple,,,,,,,,,,,,,,,,,cheesecake,cookies,,ice cream,,,,,yes,thanksgiving is local--it will take place in the town i live in,,12,yes,no,no,no,,suburban,18 - 29,male,$75,000 to $99,999,middle atlantic
4337951949,yes,turkey,,baked,,bread-based,,other (please specify),homemade cranberry gelatin ring,yes,,,,corn,,,green beans/green bean casserole,macaroni and cheese,mashed potatoes,rolls/biscuits,,vegetable salad,yams/sweet potato casserole,other (please specify),asian vinagrette salad,apple,,,chocolate,,,,,pumpkin,,,other (please specify),derby, japanese fruit,,,,,cheesecake,cookies,,,,,other (please specify),jelly roll, sweet cheeseball, chocolate dipped berries,yes,thanksgiving is out of town but not too far--it's a drive of a few hours or less,,19,no,no,yes,no,,rural,18 - 29,female,$50,000 to $74,999,east south central
4337935621,yes,turkey,,roasted,,rice-based,,homemade,,yes,brussel sprouts,carrots,cauliflower,corn,cornbread,,,,mashed potatoes,rolls/biscuits,,vegetable salad,,,,apple,,cherry,,,,peach,pecan,pumpkin,sweet potato,,,,,,brownies,carrot cake,,cookies,fudge,ice cream,,,,,yes,thanksgiving is local--it will take place in the town i live in,,13,yes,yes,yes,no,,suburban,18 - 29,male,$0 to $9,999,mountain
4337933040,yes,turkey,,baked,,bread-based,,homemade,,yes,brussel sprouts,,,,cornbread,,,,mashed potatoes,rolls/biscuits,,vegetable salad,yams/sweet potato casserole,,,,,,,,,,pecan,pumpkin,,,,,,,,,,,,,,none,,,no,thanksgiving is local--it will take place in the town i live in,,10 or younger,yes,no,no,no,,urban,30 - 44,male,$200,000 and up,pacific
4337931983,yes,tofurkey,,baked,,bread-based,,canned,,yes,brussel sprouts,,,,cornbread,,,,mashed potatoes,rolls/biscuits,squash,vegetable salad,yams/sweet potato casserole,,,apple,,,,,,,,pumpkin,,,,,,,,,,,,,,none,,,no,thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,yes,no,no,no,,urban,30 - 44,male,$100,000 to $124,999,pacific
4337929779,yes,turkey,,roasted,,rice-based,,homemade,,yes,brussel sprouts,carrots,cauliflower,corn,cornbread,fruit salad,green beans/green bean casserole,macaroni and cheese,mashed potatoes,rolls/biscuits,squash,vegetable salad,yams/sweet potato casserole,,,,,,,,,,,,sweet potato,,other (please specify),blueberry pie,,,,,cheesecake,,,,,,,,yes,thanksgiving is happening at my home--i won't travel at all,,20,yes,yes,yes,no,,urban,18 - 29,male,$0 to $9,999,pacific
4337924420,yes,turkey,,baked,,bread-based,,canned,,yes,,,,,,fruit salad,green beans/green bean casserole,,mashed potatoes,rolls/biscuits,,,yams/sweet potato casserole,,,apple,,,,,,,,pumpkin,,,,,,,,,,cookies,,,,,,,no,thanksgiving is out of town but not too far--it's a drive of a few hours or less,,12,no,no,yes,yes,no,rural,18 - 29,male,$25,000 to $49,999,east north central
4337916002,yes,turkey,,baked,,rice-based,,homemade,,yes,,carrots,,,,,,,,,,,,,,,,,chocolate,,,,,,,,,,,,,,,cookies,,,,,,,no,thanksgiving is out of town and far away--i have to drive several hours or fly,,21 or older,yes,yes,yes,yes,yes,rural,18 - 29,male,prefer not to answer,mountain
4337914977,yes,turkey,,roasted,,bread-based,,canned,,yes,brussel sprouts,,,corn,cornbread,,green beans/green bean casserole,,mashed potatoes,rolls/biscuits,squash,,,,,apple,buttermilk,,,,,,,pumpkin,sweet potato,,,,,,,,,cookies,,,,,,,no,thanksgiving is happening at my home--i won't travel at all,macy's parade,21 or older,yes,no,no,no,,urban,30 - 44,male,$75,000 to $99,999,middle atlantic
4337899817,yes,other (please specify),turkey and ham,baked,,bread-based,,other (please specify),both canned and homemade,yes,brussel sprouts,carrots,,,,,green beans/green bean casserole,,mashed potatoes,rolls/biscuits,,,yams/sweet potato casserole,,,,buttermilk,,,,,,,pumpkin,sweet potato,,,,,,,,,,,,,none,,,yes,thanksgiving is happening at my home--i won't travel at all,macy's parade,10 or younger,no,no,no,yes,yes,suburban,30 - 44,male,$25,000 to $49,999,east south central
